# Language-neutral glossary term selection: which English strings are
# game terminology. One term per line: msgctxt<TAB>English term.
# Curated by hand; add new terms here, then regenerate every
# per-language glossary with: python tools/build_glossary.py
autonote or awards	Heroism (White) = Orange + Red
autonote or awards	Intellect Boost (White) = Green + Yellow and Green Layered
autonote or awards	Luck Boost (White) = Red and Purple Layered + Blue and Purple Layered
autonote or awards	Luck Boots (White) = Red and Purple Layered + Blue and Purple Layered
autonote or awards	Magic Potion (Blue) = Phima Root + Empty Bottle.  Different blue reagents can be used for increased effect.
autonote or awards	Magic Potion (Blue) = Phirna Root + Empty Bottle
autonote or awards	Magic Potion (Blue) = Phirna Root + Empty Bottle.  Different blue reagents can be used for increased effect.
autonote or awards	Might Boost (White) = Purple + Red and Purple Layered
autonote or awards	Mind Resistance (White) = Red and Purple Layered + Blue and Green Layered
autonote or awards	Noxious Potion (White) = Orange + Blue and Green Layered
autonote or awards	Noxious Potion (White) = Purple + Yellow and Green Layered
autonote or awards	Personality Boost (White) = Green + Blue and Green Layered
autonote or awards	Potion of Doom = Remove Curse + Remove Fear, Remove Curse + Cure Insanity, Remove Fear + Cure Insanity
autonote or awards	Potion of the Gods = Essense of Might + Harden item or Essence of Intellect + Stoneskin or Essence of Personality + Recharge item or Essence of Endurance + Haste or Essence of Accuracy + Shield or Essence of Speed + Heroism.
autonote or awards	Preservation (Blue and Orange Layered) = Blue + Orange
autonote or awards	Protection (Orange) = Yellow + Red
autonote or awards	Protection from Magic = Cure Insanity + Bless
autonote or awards	Protection from Magic = Remove Curse + Water Breathing
autonote or awards	Protection from Magic = Remove Fear + Preservation
autonote or awards	Pure Accuracy (Black) = Green Potion + Accuracy Boost (White)
autonote or awards	Pure Air Resistance = Essence of Luck + Air Resistance
autonote or awards	Pure Body Resistance = Essence of Luck + Body Resistance
autonote or awards	Pure Earth Resistance = Essence of Luck + Earth Resistance
autonote or awards	Pure Endurance (Black) = Green Potion + Endurance Boost (White)
autonote or awards	Pure Fire Resistance = Essence of Luck + Fire Resistance
autonote or awards	Pure Intellect (Black) = Orange Potion + Intellect Boost (White)
autonote or awards	Pure Luck (Black) = Yellow and Orange Layered + Swift Potion (White)
autonote or awards	Pure Might (Black) = Orange Potion + Might Boost (White)
autonote or awards	Pure Mind Resistance = Essence of Luck + Mind Resistance
autonote or awards	Pure Personality (Black) = Purple Potion + Personality Boost (White)
autonote or awards	Pure Speed (Black) = Purple Potion + Speed Boost (White)
autonote or awards	Pure Water Resistance = Essence of Luck + Water Resistance
autonote or awards	Recharge Item (Blue and Green Layered) = Blue + Green
autonote or awards	Rejuvenation (Black) = Blue and Orange Layered + Divine Restoration (White)
autonote or awards	Rejuvenation (Black) = Extreme Energy + Green
autonote or awards	Rejuvenation (Black) = Red and Green Layered + Divine Restoration (White)
autonote or awards	Rejuvenation (Black) = Yellow and Purple Layered + Divine Restoration (White)
autonote or awards	Remove Curse (Purple and Green Layered) = Purple + Green
autonote or awards	Remove Fear (Orange and Purple Layered) = Orange + Purple
autonote or awards	Resistance (Green) = Yellow + Blue
autonote or awards	Restoration(White) = Purple + Green
autonote or awards	Shield (Blue and Purple Layered) = Blue + Purple
autonote or awards	Shocking Potion (White) = Orange + Red and Purple Layered
autonote or awards	Shocking Potion (White) = Purple + Red and Orange Layered
autonote or awards	Slaying Potion (Black) = Blue and Purple Layered + Flaming Potion (White)
autonote or awards	Speed Boost (White) = Orange + Red and Orange Layered
autonote or awards	Stone Skin (White) = Orange + Blue
autonote or awards	Stone to Flesh (Black) = Red and Purple Layered + Cure Paralysis (White)
autonote or awards	Stoneskin (Yellow and Orange Layered) = Yellow + Orange
autonote or awards	Super Resistance (White) = Green + Blue
autonote or awards	Supreme Protection (White) = Orange + Green
autonote or awards	Swift Potion (White) = Green + Blue and Purple Layered
autonote or awards	Swift Potion (White) = Purple + Blue and Green Layered
autonote or awards	Water Breathing (Yellow and Purple Layered) = Yellow + Purple
autonote or awards	Water Resistance (White) = Blue and Purple Layered + Yellow and Green Layered
class	Arch Druid
class	Arch Mage
class	Archer
class	Assassin
class	Battle Mage
class	Black Knight
class	Bounty Hunter
class	Cavalier
class	Champion
class	Cleric
class	Crusader
class	Dark Elf
class	Dark Elf Patriarch
class	Dragon
class	Druid
class	Great Druid
class	Great Wyrm
class	Hero
class	High Priest
class	Hunter
class	Initiate
class	Knight
class	Lich
class	Master
class	Master Archer
class	Master Necromancer
class	Master Wizard
class	Minotaur
class	Minotaur Lord
class	Monk
class	Necromancer
class	Ninja
class	Nosferatu
class	Paladin
class	Patriarch
class	Peasant
class	Priest
class	Priest of Light
class	Priest of the Dark
class	Priest of the Light
class	Priest of the Sun
class	Ranger
class	Ranger Lord
class	Rogue
class	Sniper
class	Sorcerer
class	Spy
class	Thief
class	Troll
class	Vampire
class	Villain
class	War Troll
class	Warlock
class	Warrior Mage
class	Wizard
condition	Afraid
condition	Asleep
condition	Cursed
condition	Dead
condition	Diseased
condition	Drunk
condition	Eradicated
condition	Good
condition	Insane
condition	Paralyzed
condition	Poison
condition	Stoned
condition	Unconscious
condition	Weak
condition	Zombie
items	Abbey Normal Golem Head
items	Accuracy Boost
items	Accuracy Boost Recipe
items	Accurate Crossbow
items	Aegis
items	Air Resistance
items	Air Resistance Recipe
items	Alacorn Wand of Acid
items	Alacorn Wand of Blades
items	Alacorn Wand of Charms
items	Alacorn Wand of Fireballs
items	Alacorn Wand of Ice
items	Alacorn Wand of Lightning
items	Alacorn Wand of Swarms
items	Alloyed Shield
items	Almighty Crown
items	Altar Piece
items	Alvar Cloak
items	Alvarian Boots
items	Alvarian Leather
items	Alvarian Poignard
items	Amber
items	Amethyst
items	Amethyst Ring
items	Amuck
items	Amythest
items	Ancient Amulet
items	Angel Statue Painting
items	Angel Statuette
items	Angel's Ring
items	Angelic Helm
items	Ania Selving
items	Ankh
items	Anointed Herb Potion
items	Aphrodite
items	Apollo
items	Apple
items	Arcane Key
items	Arcane Wand of Blasting
items	Arcane Wand of Clouds
items	Arcane Wand of Lightning
items	Arcane Wand of Paralyzing
items	Arcane Wand of Rocks
items	Arcane Wand of The Fist
items	Archangel Broadsword
items	Archangel Wings
items	Archibald Ironfist Painting
items	Arcomage Deck
items	Ares
items	Armored Boots
items	Artemis
items	Arthur
items	Artificer's Belt
items	Assassin's Dagger
items	Astral Shield
items	Athena
items	Atlas
items	Awaken
items	Axe of Balthazar
items	Back Door Key
items	Ball of Dunduck
items	Banded Plate
items	Barbed Club
items	Barbed Trident
items	Barrow Key
items	Basic Cryptography
items	Bathhouse Key
items	Battle Axe
items	Battle Hatchet
items	Battle Helm
items	Battleaxe
items	Beaked Halberd
items	Bear Statuette
items	Berserk
items	Berserker Belt
items	Bibliotheca Chest Key
items	Big Brass Ring
items	Big Tapestry
items	Bill of Sale
items	Blackmail Letter
items	Blade of Mercy
items	Blaster
items	Blaster Rifle
items	Bless
items	Blessed Ring
items	Blood Dagger
items	Blood Drop Crossbow
items	Blood Talisman
items	Blue Quartz
items	Body Resistance
items	Body Resistance Recipe
items	Bone
items	Bone of Doom
items	Bone Staff
items	Brass Charm
items	Brass Ring
items	Breaker
items	Broadsword
items	Bronze Amulet
items	Bronze Ring
items	Bronze Shield
items	Calvary Shield
items	Candelabra
items	Cannon Design Notes
items	Cannonball of Dominion
items	Captain's Code
items	Captain's Cutlass
items	Caravaner's Crossbow
items	Caravaner's Leather
items	Caravaner's Small Shield
items	Cardinal Cloak
items	Case of Soul Jars
items	Castle Shield
items	Catalyst
items	Catherine's Key
items	Cavalier Gauntlets
items	Celestial Shield
items	Cell Key
items	Central Pillar Key
items	Certificate of Authentication
items	Chain Mail
items	Champion Sword
items	Champion's Sword
items	Charele
items	Charged connector stone
items	Chest Key
items	Chime of Harmony
items	Cipher
items	Citrine
items	Clanker's Amulet
items	Claw Amulet
items	Cloak of Baa
items	Cloak of the Sheep
items	Cloth Hat
items	Club
items	Cobra Egg
items	Colony Zod Key
items	Common Halberd
items	Communication Officer's Code
items	Composite Bow
items	Conan
items	Conflux Key
items	Connector stone
items	Conscript's Helm
items	Contestant's Shield
items	Control Cube
items	Control Undead
items	Corsair
items	Crate of Arrowheads
items	Crate of Enrothian Wine
items	Crate of Glass Bottles
items	Crate of Griffin Feathers
items	Crate of Sand
items	Crate of Tularean Wood
items	Cronos
items	Crossbow
items	Crown
items	Crown of Final Dominion
items	Crude Axe
items	Crude Bow
items	Crude Crossbow
items	Crude Dagger
items	Crude Leather Armor
items	Crude Longbow
items	Crude Longsword
items	Crude Mace
items	Crude Spear
items	Crude Trident
items	Cruel Spear
items	Crusader Sword
items	Crusader's Gauntlets
items	Crushed Rose Petals
items	Crystal Dagger
items	Crystal of Terrax
items	Crystal Skull
items	Cure Disease
items	Cure Insanity
items	Cure Paralysis
items	Cure Paralysis Recipe
items	Cure Poison
items	Cure Weakness
items	Cure Wounds
items	Cutlass
items	Cycle of life
items	Dadeross' Letter to Fellmoon
items	Dagger
items	Dagger Wound Oddities
items	Dark Containment
items	Dark Elven Bastard Sword
items	Dark Elven Longsword
items	Dark Grasp
items	Dark Hammer
items	Dark Knight Plate
items	Datura
items	Dazzling Ring
items	Death Head Shield
items	Death Mace
items	Death's Head Pendant
items	Deck of Fate
items	Defender Helm
items	Detect Life
items	Devil Plans
items	Devilbone Bow
items	Diamond
items	Diary Page
items	Dimension door
items	Dire Wolf Pelt
items	Discharge Papers
items	Disheveled Chain Mail
items	Divine Boost
items	Divine Boost recipe
items	Divine Cure
items	Divine Cure Recipe
items	Divine Dagger
items	Divine Magic
items	Divine Power
items	Divine Power Recipe
items	Divine Protection
items	Divine Protection recipe
items	Divine Restoration
items	Divine Restoration Recipe
items	Divine Transcendence
items	Divine Transcendence recipe
items	Doctor's Code
items	Doom's Day Cloak
items	Dragon Claw
items	Dragon Egg
items	Dragon Harpoon
items	Dragon Helm
items	Dragon Hide Gauntlets
items	Dragon Hunter's Shield
items	Dragon Leader's Egg
items	Dragon Leather
items	Dragon Statuette
items	Dragon Tower Keys
items	Dragon Turtle Fang
items	Dragon's Eye
items	Dragonbane Flower
items	Dragoning Plate
items	Dragonning Blade
items	Dragonning Boots
items	Dried Sunfish
items	Drogg's Helm
items	Druid Circlet of Power
items	Drum of Victory
items	Dueling Long Dagger
items	Duelist Blade
items	Dwarven Axe
items	Dwarven Battleaxe
items	Dwarven Dagger
items	Dwarven Hammer
items	Dwarven Morningstar
items	Eagle Statuette
items	Earth Resistance
items	Earth Resistance Recipe
items	East Pillar Key
items	Ebonest
items	Eclipse
items	Elderaxe
items	Eldritch Shield
items	Elegant Cloak
items	Elegant Letter
items	Elfbane
items	Elite Halberd
items	Elite Minotaur Axe
items	Elixir
items	Elsenrail
items	Elven Bow
items	Elven Chainmail
items	Elven Cloak
items	Elven Long Spear
items	Elven Longbow
items	Elven Saber
items	Elven Spear
items	Elven Warbow
items	Elvish Toadstool
items	Emerald
items	Emerald Ring
items	Emerald Staff
items	Emperor Thorn's Key
items	Empty Message Scroll
items	Enchanted Amulet
items	Enchanted Leather
items	Enchanted Ring
items	Endurance Boost
items	Endurance Boost Recipe
items	Enemies List
items	Energy
items	Engineer's Code
items	Enslave
items	Erathian Long Dagger
items	Erudine Chainmail
items	Erudine-laced ore
items	Essence of Accuracy
items	Essence of Accuracy recipe
items	Essence of Endurance
items	Essence of Endurance recipe
items	Essence of Intellect
items	Essence of Intellect recipe
items	Essence of Luck
items	Essence of Luck recipe
items	Essence of Might
items	Essence of Might recipe
items	Essence of Personality
items	Essence of Personality recipe
items	Essence of Speed
items	Essence of Speed recipe
items	Ethereal Ring
items	Ethric's Skull
items	Ethric's Staff
items	Excalibur
items	Excerpt from a Diary
items	Exquisite Long Dagger
items	Exquisite Ring
items	Extreme Energy
items	Eyeball Amulet
items	Fae Dust
items	Faerie Key
items	Faerie Pipes
items	Faerie Ring
items	Fairy Wand of Fire
items	Fairy Wand of Harm
items	Fairy Wand of Ice
items	Fairy Wand of Lashing
items	Fairy Wand of Light
items	Fairy Wand of Mind
items	Fairy Wand of Poison
items	Fairy Wand of Sparks
items	Fairy Wand of Swarms
items	False Report
items	False Riverstride Plans
items	Fancy Hat
items	Fanged Blade
items	Fate
items	Festival Hat
items	Field Hammer
items	Finality
items	Fine Belt
items	Fine Chain Mail
items	Fine Ring
items	Fire Amulet
items	Fire Aura
items	Fire Resistance
items	Fire Resistance Recipe
items	Fire Spike
items	First Mate's Code
items	Flail
items	Flame Door Key
items	Flaming Potion
items	Flaming Potion Recipe
items	Flawed Amulets
items	Fleetfingers
items	Floor Tile (w/ moon insignia)
items	Flower (Rose)
items	Flute
items	Focal Ring
items	Footman's Axe
items	Forge Gauntlets
items	Forged Vouchers
items	Foulfang
items	Four Leaf Clover
items	Fragment of Soldier's Diary
items	Freezing Potion
items	Freezing Potion Recipe
items	Full Helm
items	Galahad
items	Garnet
items	Gauntlets
items	Gem of Restoration
items	Gemstone Ring
items	Genie Lamp
items	Ghost Ring
items	Ghoulsbane
items	Gibbet
items	Gilded Belt
items	Glomenmail
items	Glomenthal
items	Glorious Cloak
items	Glory Shield
items	Goblin Cutlass
items	Goblin Scimitar
items	Goblin Shield
items	Goblinwatch Code
items	Gold
items	Gold Ring
items	Golden Chain Mail
items	Golden Plate Armor
items	Golden Pyramid
items	Golem chest
items	Golem head
items	Golem left arm
items	Golem left leg
items	Golem right arm
items	Golem right leg
items	Gothic Amulet
items	Governor's Armor
items	Graceful Sword
items	Grand Poleax
items	Grand Poleaxe
items	Great Sword
items	Green Apple
items	Green Garnet
items	Griffin Bow
items	Grognard's Cutlass
items	Ground Wyvern Horn
items	Gryphonheart's Trumpet
items	Guardian
items	Guardian Helm
items	Guild Key
items	Guinevere
items	Hades
items	Halberd
items	Haldar's Remains
items	Hammer
items	Hammerhands
items	Hand Axe
items	Hands of the Master
items	Harden Item
items	Hardened Leather Boots
items	Hardened Leather Vest
items	Hareck's Leather
items	Harp
items	Harpy Feather
items	Haste
items	Havoc
items	Hayfork
items	Headsman's Poleaxe
items	Headsman's Reaver
items	Heal
items	Heart of Air
items	Heart of Earth
items	Heart of Fire
items	Heart of the Wood
items	Heart of Water
items	Heartwood of Jadame
items	Heavy Crossbow
items	Heavy Poleax
items	Heavy Poleaxe
items	Hell's Cleaver
items	Helm
items	Hera
items	Herald's Boots
items	Hercules
items	Hermes
items	Hermes' Sandals
items	Hero's Belt
items	Heroic Sword
items	Heroism
items	Herondale's Lost Shield
items	High Cleric's Key
items	High Sorcerer's Key
items	History of the Vault of Time
items	Hive Sanctum Key
items	Holy Hammer
items	Horn of Ros
items	Horned Helm
items	Horseman's Shield
items	Horseshoe
items	Hourglass of Time
items	Hunting Bow
items	Hunting Crossbow
items	Huntsman's Cloak
items	Ideal Crossbow
items	Idol of the Snake
items	Igraine
items	Immolation
items	Imperial Leather
items	Improvised Voulge
items	Infantry Fork
items	Infused Metal Rod
items	Intellect Boost
items	Intellect Boost Recipe
items	Invisibility
items	Iolite
items	Iron Broadsword
items	Iron Core Staff
items	Iron Feather
items	Iron-laced ore
items	Jade Amulet
items	Jeweled Dagger
items	Jeweled Egg
items	Journal Entry
items	journal entry, 11th december
items	journal entry, 19th september
items	journal entry, 23rd april
items	journal entry, 2nd january
items	journal entry, 30th june
items	Journal Excerpt
items	Journal Fragment
items	Journal Scrap
items	Journey Staff
items	Judicious Measure
items	Justice
items	Keen Longsword
items	Keg of Wine
items	Kelebrim
items	Kergar-laced ore
items	Key
items	Key to Gharik's Laboratory
items	Key to Goblinwatch
items	Key to Snergle's Chambers
items	Killer Club
items	Kite Shield
items	Knight Gauntlets
items	Knight Statuette
items	Knight's Boots
items	Knightly Broadsword
items	Labyrinth Grapple
items	Lady Carmine's Dagger
items	Lady's Escort
items	Lantern of Light
items	Large Round Crystal
items	Last Stage Cuirass
items	Leather Armor
items	Leather Belt
items	Leather Boots
items	Leather Cloak
items	Leather Gloves
items	Leather Jerkin
items	Leather Pouch
items	Letter
items	Letter from Archibald
items	Letter from Cedric Druthers
items	Letter from Gavin Magnus
items	Letter from Johann Kerrid to the Faerie King
items	Letter from Malwick
items	Letter from Mr. Stantley
items	Letter from Norbert Thrush to Lord Markham
items	Letter from the Dragon Riders
items	Letter from the Prince of Thieves
items	Letter from the Temple of Baa
items	Letter from Xenofex
items	Letter from Zenofex
items	Letter to Agar
items	Letter to Arion Hunter
items	Letter to Gharik
items	Letter to Hairbaugh
items	Letter to Marcus
items	Letter to Snergle
items	Letter to Terrax
items	Letter to the Prince of Thieves
items	Lich Jar
items	Lieutenant's Cutlass
items	Light Bolt
items	Light Crossbow
items	Light Poleaxe
items	Lightning Crossbow
items	Lionheart Sword
items	Lizardman Broadsword
items	Lizardman Helm
items	Lizardman Trident
items	Lock Pick
items	Locus Amulet
items	Lodestone
items	Log of Eldenbrie
items	Long Dagger
items	Longbow
items	Longseeker
items	Longsword
items	Loose Page
items	Lord Kilburn's Shield
items	Lost Book of Kehl
items	Lucius
items	Luck Boost
items	Luck Boost Recipe
items	Lucky Hat
items	Lunar Ring
items	Lute
items	Mace
items	Mace of the Sun
items	Mage Dagger
items	Magic Bow
items	Magic Horseshoe
items	Magic Lamp
items	Magic Potion
items	Magical Ritual Notes
items	Majestic Chain Mail
items	Majestic Shield
items	Map
items	Map to Evenmorn Island
items	Mash
items	Massive Halberd
items	Massive hammer
items	Master Cutlass
items	Master's Dagger
items	Medusa's Mirror
items	Mekorig's Hammer
items	Memory Crystal Alpha
items	Memory Crystal Beta
items	Memory Crystal Delta
items	Memory Crystal Epsilon
items	Mercenary Belt
items	Merchantman's Dagger
items	Merchantman's Hat
items	Mercury
items	Merlin
items	Message from Erathia
items	Message from Mr. Stantley
items	Metal Shield
items	Meteor Fragment
items	Meteorite Fragment
items	Might Boost
items	Might Boost Recipe
items	Mighty Broadsword
items	Mighty Halberd
items	Mind Resistance
items	Mind Resistance Recipe
items	Mind's Eye
items	Minotaur Axe
items	Minotaur Battleaxe
items	Minotaur Battlesword
items	Minotaur Campaign Pole-axe
items	Minotaur Chainmail
items	Minotaur Gauntlets
items	Minotaur Herdsman Axe
items	Minotaur Plate
items	Minotaur War Axe
items	Minotaur's Axe
items	Missive from the Archbishop
items	Mogred Gauntlets
items	Mogred Helm
items	Moon Cloak
items	Moon Temple Cloak
items	Moonstone
items	Mordred
items	Morgan
items	Mushroom
items	Mystic Wand of Death
items	Mystic Wand of Distortion
items	Mystic Wand of Implosion
items	Mystic Wand of Incineration
items	Mystic Wand of Shrapmetal
items	Mystic Wand of Shrinking
items	Naga Hide
items	Name of Message
items	Navigator's Code
items	Necromancer Cloak
items	Necromatic Ring
items	Necrotic Wand of Distortion
items	Necrotic Wand of Implosion
items	Necrotic Wand of Incineration
items	Necrotic Wand of Shrapnel
items	Necrotic Wand of Shrinking
items	Newname Key
items	Nightshade Brazier
items	Noble Chain Mail
items	Noble Crown
items	Noble Plate Armor
items	Noblebone Bow
items	Notes - Emergency Meeting
items	Noxious Potion
items	Noxious Potion Recipe
items	Obsidian
items	Odin
items	Officer's Leather
items	Ogre Ear
items	Ogre Fighting Stick
items	Ogre Key
items	Old Halberd
items	Old Nick
items	Old Scroll
items	Olympian Shield
items	Orb Staff
items	Orders from Snergle
items	Orders from Steadwick
items	Orders from the Shadow Guild
items	Ornate Trident
items	Oscillation Overthruster
items	Overlord's Club
items	Page from Agar's Journal
items	Page from Corlagon's Diary
items	Page Torn from a Book
items	Pain Reflection
items	Paladin Boots
items	Paladin Gauntlets
items	Parson's Quill
items	Pearl of Purity
items	Pearl of Putrescence
items	Pearl Ring
items	Peasant Hat
items	Pellinore
items	Pendragon
items	Percival
items	Personality Boost
items	Personality Boost Recipe
items	Phantom Cloak
items	Phial of Gog Blood
items	Philosopher's Stone
items	Phima Root
items	Phirna Root
items	Phoenix Feather
items	Phylt-laced ore
items	Phynaxian Crown
items	Phynaxian Helm
items	Phynaxian Shield
items	Piercing Dagger
items	Pirate Cutlass
items	Pirate Hat
items	Pirate Leader's Key
items	Plate Armor
items	Platinum Ring
items	Poleax
items	Poleaxe
items	Poppy Pod
items	Poppysnaps
items	Poseidon
items	Potion Bottle
items	Potion of Doom
items	Potion of Doom recipe
items	Potion of the Gods
items	Potion of the Gods recipe
items	Pouch of Bat Guano
items	Power Staff
items	Power Stone
items	Precious Ring
items	Precision Bow
items	Preservation
items	Priestly Staff
items	Prison Key
items	Proclamation
items	Prophecies of the Snake
items	Prophecies of the Sun
items	Protection
items	Protection from Magic
items	Protection from Magic recipe
items	Puck
items	Pure Accuracy
items	Pure Accuracy Recipe
items	Pure Air Resistance
items	Pure Air Resistance recipe
items	Pure Body Resistance
items	Pure Body Resistance recipe
items	Pure Earth Resistance
items	Pure Earth Resistance recipe
items	Pure Endurance
items	Pure Endurance Recipe
items	Pure Fire Resistance
items	Pure Fire Resistance recipe
items	Pure Intellect
items	Pure Intellect Recipe
items	Pure Luck
items	Pure Luck Recipe
items	Pure Might
items	Pure Might Recipe
items	Pure Mind Resistance
items	Pure Mind Resistance recipe
items	Pure Personality
items	Pure Personality Recipe
items	Pure Speed
items	Pure Speed Recipe
items	Pure Water Resistance
items	Pure Water Resistance recipe
items	Purple Topaz
items	Puzzle Box
items	Quality Steel Chain Mail
items	Ranger Boots
items	Ranger's Cloak
items	Recharge Item
items	Recurve Bow
items	Red Apple
items	Regal Crown
items	Regeneration
items	Regnan Boots
items	Regnan Crossbow
items	Regnan Cutlass
items	Regnan Falchion
items	Regnan Fighting Knife
items	Regnan Leather
items	Regnan Tournament Shield
items	Regnan Trident
items	Rejuvenation
items	Rejuvenation Recipe
items	Remains of a Journal
items	Remains of Korbu
items	Remnants of a Letter
items	Remove Curse
items	Remove Fear
items	Resistance
items	Resplendent Chain Mail
items	Restoration
items	Reverend Sceptre
items	Ring of Fusion
items	Ring of Keys
items	Ring of Planes
items	Ritual of the Void
items	Riverstride Plans
items	Roland Ironfist Painting
items	Roland's Journal
items	Rope
items	Rose
items	Rose Crystal
items	Royal Chain Mail
items	Royal Leather
items	Royal Wasp Jelly
items	Ruby
items	Ruby Ring
items	Ruby Star Amulet
items	Ruler's Ring
items	Rusty Breastplate
items	Rusty Cutlass
items	Rusty Mail Vest
items	Sacred Chalice
items	Sacred Spear
items	Sacrifice
items	Sapphire
items	Sapphire Ring
items	Sarcophagus of Korbu
items	Savage Spear
items	Scarab Ring
items	Scavenger hunt.
items	Scepter of Kings
items	Scholar's Cap
items	Scrap from Gharik's Journal
items	Scrap of Paper
items	Scroll of Waves
items	Sealed Letter 2
items	Sealed Letter 3
items	Sealed Letter 4
items	Sealed Letter 5
items	Sealed Letter 6
items	Sealed Letter 7
items	Seashell
items	Season's Stole
items	Secret Door Key
items	Serendine's Preservation
items	Serpent Spear
items	Serpent Staff
items	Serpent Wand of Blasting
items	Serpent Wand of Paralysis
items	Serpent Wand of Rocks
items	Serpent Wand of the Fist
items	Seven League Boots
items	Sewer Key
items	Shadow Dagger
items	Shadow Sect Medallion
items	Shadow's Mask
items	Shaman's Wand of Ice
items	Shaman's Wand of Lashing
items	Shaman's Wand of Light
items	Shaman's Wand of Mind
items	Shaman's Wand of Swarms
items	Sharktooth Dagger
items	Shield
items	Shocking Potion
items	Shocking Potion Recipe
items	Shovel
items	Siertal Chainmail
items	Siertal-laced ore
items	Signet Ring
items	Silver Belt
items	Silver Dust of the Sea
items	Silver Mesh Gauntlets
items	Simple Mace
items	Simple Staff
items	Slaying Potion
items	Slaying Potion Recipe
items	Sledgehammer
items	Snake
items	Snakewood Bow
items	Snergle's Axe
items	Soldier's spear
items	Souldrinker
items	Sovereign Belt
items	Sparkling Ring
items	Spear
items	Speed Boost
items	Speed Boost Recipe
items	Spider Queen's Heart
items	Spiked Club
items	Spiked Mace
items	Spiral Instructions
items	Spirit Lash
items	Spirit Shield
items	Spiritslayer
items	Splendid Plate Armor
items	Splitter
items	Staff
items	Staff of Elements
items	Staff of the Swamp
items	Stalt-laced ore
items	Steel Axe
items	Steel Belt
