Table (of Game struct)	Id	Field	New text
	134	Name	Temple of the Dark
	135	Name	Grand Temple of the Sun
	136	Name	The Hall of the Pit
	137	Name	Sweet Water
	138	Name	Paradise Valley
	139	Name	Hermit's Isle
	140	Name	Kriegspire
	141	Name	Blackshire
	142	Name	Dragonsand
	143	Name	Frozen Highlands
	144	Name	Free Haven
	145	Name	Mire of the Damned
	146	Name	Silver Cove
	147	Name	Bootleg Bay
	148	Name	Castle Ironfist
	149	Name	Eel Infested Waters
	150	Name	Misty Islands
	151	Name	New Sorpigal
	152	Name	Goblinwatch
	153	Name	Abandoned Temple
	154	Name	Shadow Guild Hideout
	155	Name	Hall of the Fire Lord
	156	Name	Snergle's Caverns
	157	Name	Dragoons' Caverns
	158	Name	Silver Helm Outpost
	159	Name	Shadow Guild
	160	Name	Snergle's Iron Mines
	161	Name	Dragoons' Keep
	162	Name	Corlagon's Estate
	163	Name	Silver Helm Stronghold
	164	Name	The Monolith
	165	Name	Tomb of Ethric the Mad
	166	Name	Icewind Keep
	167	Name	Warlord's Fortress
	168	Name	Lair of the Wolf
	169	Name	Gharik's Forge
	170	Name	Agar's Laboratory
	171	Name	Caves of the Dragon Riders
	172	Name	Temple of Baa
	173	Name	Temple of the Fist
	174	Name	Temple of Tsantsa
	175	Name	Temple of the Sun
	176	Name	Temple of the Moon
	177	Name	Supreme Temple of Baa
	178	Name	Superior Temple of Baa
	179	Name	Temple of the Snake
	180	Name	Castle Alamos
	181	Name	Castle Darkmoor
	182	Name	Castle Kriegspire
	183	Name	Free Haven Sewer
	184	Name	Tomb of VARN
	185	Name	Oracle of Enroth
	186	Name	Control Center
	187	Name	The Hive
	188	Name	The Arena
	189	Name	Dragon's Lair
	190	Name	pending
	191	Name	pending
	192	Name	pending
	193	Name	pending
	194	Name	pending
	195	Name	pending
	196	Name	pending
	197	Name	pending
	198	Name	pending
	199	Name	pending
	200	Name	pending
	201	Name	pending
	202	Name	Devil Outpost
	203	Name	New World Computing
	204	Name	The Breach
	205	Name	The Breach
	206	Name	Basement of the Breach
